InvoiceDate,InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Year,Month,Day,Hour,TotalAmount
2011-02-01 10:14:00,542785,84795B,SUNSET CHECK HAMMOCK,12,6.95,13881,United Kingdom,2011,2,1,10,83.4
2011-02-01 10:14:00,542785,84050,PINK HEART SHAPE EGG FRYING PAN,72,1.25,13881,United Kingdom,2011,2,1,10,90.0
2011-02-01 10:14:00,542785,84789,ENCHANTED BIRD PLANT CAGE,16,2.95,13881,United Kingdom,2011,2,1,10,47.2
2011-02-01 10:14:00,542785,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,0.64,13881,United Kingdom,2011,2,1,10,61.44
2011-02-01 10:14:00,542785,22354,RETROSPOT PADDED SEAT CUSHION,30,3.39,13881,United Kingdom,2011,2,1,10,101.7
2011-02-01 10:14:00,542785,16016,LARGE CHINESE STYLE SCISSOR,200,0.72,13881,United Kingdom,2011,2,1,10,144.0
2011-02-01 10:14:00,542785,21181,PLEASE ONE PERSON METAL SIGN,48,1.85,13881,United Kingdom,2011,2,1,10,88.8
2011-02-01 10:14:00,542785,84992,72 SWEETHEART FAIRY CAKE CASES,120,0.42,13881,United Kingdom,2011,2,1,10,50.4
2011-02-01 10:15:00,542786,22970,LONDON BUS COFFEE MUG,6,2.55,17314,United Kingdom,2011,2,1,10,15.3
2011-02-01 10:15:00,542786,22616,PACK OF 12 LONDON TISSUES ,24,0.29,17314,United Kingdom,2011,2,1,10,6.96
2011-02-01 10:15:00,542786,22902,TOTE BAG I LOVE LONDON,12,2.1,17314,United Kingdom,2011,2,1,10,25.2
2011-02-01 10:15:00,542786,22134,MINI LADLE LOVE HEART RED ,12,0.42,17314,United Kingdom,2011,2,1,10,5.04
2011-02-01 10:15:00,542786,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,1.95,17314,United Kingdom,2011,2,1,10,11.7
2011-02-01 10:15:00,542786,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2.55,17314,United Kingdom,2011,2,1,10,15.3
2011-02-01 10:15:00,542786,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2.55,17314,United Kingdom,2011,2,1,10,15.3
2011-02-01 10:15:00,542786,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,0.85,17314,United Kingdom,2011,2,1,10,20.4
2011-02-01 10:15:00,542786,21975,PACK OF 60 DINOSAUR CAKE CASES,24,0.55,17314,United Kingdom,2011,2,1,10,13.2
2011-02-01 10:15:00,542786,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,17314,United Kingdom,2011,2,1,10,13.2
2011-02-01 10:15:00,542786,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,0.55,17314,United Kingdom,2011,2,1,10,13.2
2011-02-01 10:15:00,542786,20679,EDWARDIAN PARASOL RED,3,5.95,17314,United Kingdom,2011,2,1,10,17.85
2011-02-01 10:15:00,542786,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,5.95,17314,United Kingdom,2011,2,1,10,17.85
2011-02-01 10:15:00,542786,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,4.95,17314,United Kingdom,2011,2,1,10,19.8
2011-02-01 10:15:00,542786,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,4.95,17314,United Kingdom,2011,2,1,10,19.8
2011-02-01 10:15:00,542786,21355,TOAST ITS - I LOVE YOU ,24,1.25,17314,United Kingdom,2011,2,1,10,30.0
2011-02-01 10:15:00,542786,22137,BATHROOM SET LOVE HEART DESIGN,12,2.95,17314,United Kingdom,2011,2,1,10,35.4
2011-02-01 10:15:00,542786,20985,HEART CALCULATOR,12,1.25,17314,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:15:00,542786,21314,SMALL GLASS HEART TRINKET POT,8,2.1,17314,United Kingdom,2011,2,1,10,16.8
2011-02-01 10:15:00,542786,22644,CERAMIC CHERRY CAKE MONEY BANK,12,1.45,17314,United Kingdom,2011,2,1,10,17.4
2011-02-01 10:15:00,542786,21563,RED HEART SHAPE LOVE BUCKET ,6,2.95,17314,United Kingdom,2011,2,1,10,17.7
2011-02-01 10:37:00,542788,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,0.55,16570,United Kingdom,2011,2,1,10,26.4
2011-02-01 10:37:00,542788,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,1.25,16570,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:37:00,542788,22398,MAGNETS PACK OF 4 SWALLOWS,12,1.25,16570,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:37:00,542788,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,16570,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:37:00,542788,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,16570,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:37:00,542788,22969,HOMEMADE JAM SCENTED CANDLES,96,1.25,16570,United Kingdom,2011,2,1,10,120.0
2011-02-01 10:37:00,542788,84978,HANGING HEART JAR T-LIGHT HOLDER,36,1.06,16570,United Kingdom,2011,2,1,10,38.16
2011-02-01 10:37:00,542788,22281,EASTER TREE YELLOW BIRDS,4,5.95,16570,United Kingdom,2011,2,1,10,23.8
2011-02-01 10:37:00,542788,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2.95,16570,United Kingdom,2011,2,1,10,17.7
2011-02-01 10:37:00,542788,22856,ASSORTED EASTER DECORATIONS  BELLS,12,1.25,16570,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:37:00,542788,22148,EASTER CRAFT 4 CHICKS ,24,1.95,16570,United Kingdom,2011,2,1,10,46.8
2011-02-01 10:37:00,542788,22863,SOAP DISH BROCANTE,8,2.95,16570,United Kingdom,2011,2,1,10,23.6
2011-02-01 10:37:00,542788,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,0.85,16570,United Kingdom,2011,2,1,10,20.4
2011-02-01 10:37:00,542788,21212,PACK OF 72 RETROSPOT CAKE CASES,48,0.55,16570,United Kingdom,2011,2,1,10,26.4
2011-02-01 10:37:00,542788,22692,DOORMAT WELCOME TO OUR HOME,4,7.95,16570,United Kingdom,2011,2,1,10,31.8
2011-02-01 10:38:00,542789,47566,PARTY BUNTING,100,3.75,17511,United Kingdom,2011,2,1,10,375.0
2011-02-01 10:38:00,542789,22668,PINK BABY BUNTING,50,2.55,17511,United Kingdom,2011,2,1,10,127.5
2011-02-01 10:38:00,542789,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,5.45,17511,United Kingdom,2011,2,1,10,65.4
2011-02-01 10:38:00,542789,47590B,PINK HAPPY BIRTHDAY BUNTING,12,5.45,17511,United Kingdom,2011,2,1,10,65.4
2011-02-01 10:38:00,542789,22024,RAINY LADIES BIRTHDAY CARD,72,0.36,17511,United Kingdom,2011,2,1,10,25.92
2011-02-01 10:38:00,542789,22029,SPACEBOY BIRTHDAY CARD,72,0.36,17511,United Kingdom,2011,2,1,10,25.92
2011-02-01 10:38:00,542789,22045,SPACEBOY GIFT WRAP,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,16161U,WRAP SUKI AND FRIENDS,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,22716,CARD CIRCUS PARADE,72,0.36,17511,United Kingdom,2011,2,1,10,25.92
2011-02-01 10:38:00,542789,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,1.45,17511,United Kingdom,2011,2,1,10,139.2
2011-02-01 10:38:00,542789,21239,PINK  POLKADOT CUP,96,0.72,17511,United Kingdom,2011,2,1,10,69.12
2011-02-01 10:38:00,542789,20676,RED RETROSPOT BOWL,72,1.06,17511,United Kingdom,2011,2,1,10,76.32
2011-02-01 10:38:00,542789,20677,PINK POLKADOT BOWL,72,1.06,17511,United Kingdom,2011,2,1,10,76.32
2011-02-01 10:38:00,542789,20675,BLUE POLKADOT BOWL,72,1.06,17511,United Kingdom,2011,2,1,10,76.32
2011-02-01 10:38:00,542789,20674,GREEN POLKADOT BOWL,72,1.06,17511,United Kingdom,2011,2,1,10,76.32
2011-02-01 10:38:00,542789,21243,PINK  POLKADOT PLATE ,96,1.45,17511,United Kingdom,2011,2,1,10,139.2
2011-02-01 10:38:00,542789,21947,SET OF 6 HEART CHOPSTICKS,12,1.25,17511,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:38:00,542789,21930,JUMBO STORAGE BAG SKULLS,100,1.65,17511,United Kingdom,2011,2,1,10,165.0
2011-02-01 10:38:00,542789,22385,JUMBO BAG SPACEBOY DESIGN,100,1.65,17511,United Kingdom,2011,2,1,10,165.0
2011-02-01 10:38:00,542789,85099B,JUMBO BAG RED RETROSPOT,100,1.65,17511,United Kingdom,2011,2,1,10,165.0
2011-02-01 10:38:00,542789,85099F,JUMBO BAG STRAWBERRY,100,1.65,17511,United Kingdom,2011,2,1,10,165.0
2011-02-01 10:38:00,542789,84879,ASSORTED COLOUR BIRD ORNAMENT,160,1.45,17511,United Kingdom,2011,2,1,10,232.0
2011-02-01 10:38:00,542789,21755,LOVE BUILDING BLOCK WORD,18,5.45,17511,United Kingdom,2011,2,1,10,98.1
2011-02-01 10:38:00,542789,21754,HOME BUILDING BLOCK WORD,18,5.45,17511,United Kingdom,2011,2,1,10,98.1
2011-02-01 10:38:00,542789,21041,RED RETROSPOT OVEN GLOVE DOUBLE,12,2.95,17511,United Kingdom,2011,2,1,10,35.4
2011-02-01 10:38:00,542789,21154,RED RETROSPOT OVEN GLOVE ,10,1.25,17511,United Kingdom,2011,2,1,10,12.5
2011-02-01 10:38:00,542789,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,96,1.69,17511,United Kingdom,2011,2,1,10,162.24
2011-02-01 10:38:00,542789,22254,FELT TOADSTOOL LARGE,24,1.25,17511,United Kingdom,2011,2,1,10,30.0
2011-02-01 10:38:00,542789,22255,FELT TOADSTOOL  SMALL,48,0.85,17511,United Kingdom,2011,2,1,10,40.8
2011-02-01 10:38:00,542789,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,3.45,17511,United Kingdom,2011,2,1,10,82.8
2011-02-01 10:38:00,542789,23230,WRAP ALPHABET DESIGN,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,23231,WRAP DOILEY DESIGN,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,23232,WRAP VINTAGE PETALS  DESIGN,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,23233,WRAP POPPIES  DESIGN,50,0.42,17511,United Kingdom,2011,2,1,10,21.0
2011-02-01 10:38:00,542789,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,5.55,17511,United Kingdom,2011,2,1,10,66.6
2011-02-01 10:38:00,542789,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,5.95,17511,United Kingdom,2011,2,1,10,71.4
2011-02-01 10:38:00,542789,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,17511,United Kingdom,2011,2,1,10,81.6
2011-02-01 10:38:00,542789,21166,COOK WITH WINE METAL SIGN ,48,1.69,17511,United Kingdom,2011,2,1,10,81.12
2011-02-01 10:38:00,542789,82600,NO SINGING METAL SIGN,48,1.69,17511,United Kingdom,2011,2,1,10,81.12
2011-02-01 10:38:00,542789,21165,BEWARE OF THE CAT METAL SIGN ,48,1.45,17511,United Kingdom,2011,2,1,10,69.6
2011-02-01 10:38:00,542789,21563,RED HEART SHAPE LOVE BUCKET ,60,2.55,17511,United Kingdom,2011,2,1,10,153.0
2011-02-01 10:38:00,542789,21564,PINK  HEART SHAPE LOVE BUCKET ,60,2.55,17511,United Kingdom,2011,2,1,10,153.0
2011-02-01 10:38:00,542789,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,0.64,17511,United Kingdom,2011,2,1,10,61.44
2011-02-01 10:38:00,542789,22354,RETROSPOT PADDED SEAT CUSHION,30,3.39,17511,United Kingdom,2011,2,1,10,101.7
2011-02-01 10:38:00,542789,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24,3.39,17511,United Kingdom,2011,2,1,10,81.36
2011-02-01 10:38:00,542789,21484,CHICK GREY HOT WATER BOTTLE,36,2.95,17511,United Kingdom,2011,2,1,10,106.2
2011-02-01 10:38:00,542789,21499,BLUE POLKADOT WRAP,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,21495,SKULLS AND CROSSBONES WRAP,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,22046,TEA PARTY  WRAPPING PAPER ,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,22817,CARD SUKI BIRTHDAY,72,0.36,17511,United Kingdom,2011,2,1,10,25.92
2011-02-01 10:38:00,542789,22983,CARD BILLBOARD FONT,72,0.36,17511,United Kingdom,2011,2,1,10,25.92
2011-02-01 10:38:00,542789,16156S,WRAP PINK FAIRY CAKES ,25,0.42,17511,United Kingdom,2011,2,1,10,10.5
2011-02-01 10:38:00,542789,22970,LONDON BUS COFFEE MUG,36,2.1,17511,United Kingdom,2011,2,1,10,75.6
2011-02-01 10:38:00,542789,22383,LUNCH BAG SUKI  DESIGN ,100,1.45,17511,United Kingdom,2011,2,1,10,145.0
2011-02-01 10:38:00,542789,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1.25,17511,United Kingdom,2011,2,1,10,30.0
2011-02-01 10:38:00,542789,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,1.25,17511,United Kingdom,2011,2,1,10,30.0
2011-02-01 10:38:00,542789,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,1.25,17511,United Kingdom,2011,2,1,10,30.0
2011-02-01 10:38:00,542789,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,1.25,17511,United Kingdom,2011,2,1,10,30.0
2011-02-01 10:38:00,542790,21217,RED RETROSPOT ROUND CAKE TINS,2,9.95,16612,United Kingdom,2011,2,1,10,19.9
2011-02-01 10:38:00,542790,22427,ENAMEL FLOWER JUG CREAM,3,5.95,16612,United Kingdom,2011,2,1,10,17.85
2011-02-01 10:38:00,542790,62086A,PINK RETRO BIG FLOWER BAG,6,1.95,16612,United Kingdom,2011,2,1,10,11.7
2011-02-01 10:38:00,542790,21790,VINTAGE SNAP CARDS,12,0.85,16612,United Kingdom,2011,2,1,10,10.2
2011-02-01 10:38:00,542790,21875,KINGS CHOICE MUG,12,1.25,16612,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:38:00,542790,22358,KINGS CHOICE TEA CADDY ,6,2.95,16612,United Kingdom,2011,2,1,10,17.7
2011-02-01 10:38:00,542790,22178,VICTORIAN GLASS HANGING T-LIGHT,12,1.25,16612,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:38:00,542790,48194,DOORMAT HEARTS,2,7.95,16612,United Kingdom,2011,2,1,10,15.9
2011-02-01 10:38:00,542790,22467,GUMBALL COAT RACK,6,2.55,16612,United Kingdom,2011,2,1,10,15.3
2011-02-01 10:38:00,542790,22855,FINE WICKER HEART ,12,1.25,16612,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:38:00,542790,85099B,JUMBO BAG RED RETROSPOT,10,1.95,16612,United Kingdom,2011,2,1,10,19.5
2011-02-01 10:38:00,542790,21931,JUMBO STORAGE BAG SUKI,10,1.95,16612,United Kingdom,2011,2,1,10,19.5
2011-02-01 10:38:00,542790,21389,IVORY HANGING DECORATION  BIRD,12,0.85,16612,United Kingdom,2011,2,1,10,10.2
2011-02-01 10:38:00,542790,21713,CITRONELLA CANDLE FLOWERPOT,8,2.1,16612,United Kingdom,2011,2,1,10,16.8
2011-02-01 10:38:00,542790,21714,CITRONELLA CANDLE GARDEN POT,12,1.25,16612,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:38:00,542790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,16612,United Kingdom,2011,2,1,10,17.7
2011-02-01 10:38:00,542790,21742,LARGE ROUND WICKER PLATTER ,2,5.95,16612,United Kingdom,2011,2,1,10,11.9
2011-02-01 10:38:00,542790,22690,DOORMAT HOME SWEET HOME BLUE ,2,7.95,16612,United Kingdom,2011,2,1,10,15.9
2011-02-01 10:47:00,542791,22692,DOORMAT WELCOME TO OUR HOME,2,7.95,15039,United Kingdom,2011,2,1,10,15.9
2011-02-01 10:47:00,542791,22366,DOORMAT AIRMAIL ,1,7.95,15039,United Kingdom,2011,2,1,10,7.95
2011-02-01 10:47:00,542791,22365,DOORMAT RESPECTABLE HOUSE,1,7.95,15039,United Kingdom,2011,2,1,10,7.95
2011-02-01 10:47:00,542791,47566B,TEA TIME PARTY BUNTING,3,4.65,15039,United Kingdom,2011,2,1,10,13.95
2011-02-01 10:47:00,542791,84508A,CAMOUFLAGE DESIGN TEDDY,1,2.55,15039,United Kingdom,2011,2,1,10,2.55
2011-02-01 10:47:00,542791,21055,TOOL BOX SOFT TOY ,2,8.95,15039,United Kingdom,2011,2,1,10,17.9
2011-02-01 10:47:00,542791,84313B,BLUE TV TRAY TABLE ,3,4.25,15039,United Kingdom,2011,2,1,10,12.75
2011-02-01 10:47:00,542791,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,1.95,15039,United Kingdom,2011,2,1,10,19.5
2011-02-01 10:47:00,542791,22385,JUMBO BAG SPACEBOY DESIGN,10,1.95,15039,United Kingdom,2011,2,1,10,19.5
2011-02-01 10:47:00,542791,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,15039,United Kingdom,2011,2,1,10,19.5
2011-02-01 10:47:00,542791,22624,IVORY KITCHEN SCALES,12,7.65,15039,United Kingdom,2011,2,1,10,91.8
2011-02-01 10:47:00,542791,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,1.25,15039,United Kingdom,2011,2,1,10,15.0
2011-02-01 10:47:00,542791,22064,PINK DOUGHNUT TRINKET POT ,2,1.65,15039,United Kingdom,2011,2,1,10,3.3
2011-02-01 10:47:00,542791,85099B,JUMBO BAG RED RETROSPOT,20,1.95,15039,United Kingdom,2011,2,1,10,39.0
2011-02-01 10:47:00,542791,22374,AIRLINE BAG VINTAGE JET SET RED,1,4.25,15039,United Kingdom,2011,2,1,10,4.25
2011-02-01 10:47:00,542791,22219,LOVEBIRD HANGING DECORATION WHITE ,4,0.85,15039,United Kingdom,2011,2,1,10,3.4
2011-02-01 10:47:00,542791,22079,RIBBON REEL HEARTS DESIGN ,5,1.65,15039,United Kingdom,2011,2,1,10,8.25
2011-02-01 10:47:00,542791,85049E,SCANDINAVIAN REDS RIBBONS,1,1.25,15039,United Kingdom,2011,2,1,10,1.25
2011-02-01 10:47:00,542791,85049G,CHOCOLATE BOX RIBBONS ,1,1.25,15039,United Kingdom,2011,2,1,10,1.25
2011-02-01 10:47:00,542791,85049C,ROMANTIC PINKS RIBBONS ,1,1.25,15039,United Kingdom,2011,2,1,10,1.25
2011-02-01 10:47:00,542791,22435,SET OF 9 HEART SHAPED BALLOONS,10,1.25,15039,United Kingdom,2011,2,1,10,12.5
2011-02-01 10:47:00,542791,22470,HEART OF WICKER LARGE,2,2.95,15039,United Kingdom,2011,2,1,10,5.9
2011-02-01 10:47:00,542791,21535,RED RETROSPOT SMALL MILK JUG,1,2.55,15039,United Kingdom,2011,2,1,10,2.55
2011-02-01 10:47:00,542791,22469,HEART OF WICKER SMALL,4,1.65,15039,United Kingdom,2011,2,1,10,6.6
2011-02-01 10:47:00,542791,22667,RECIPE BOX RETROSPOT ,1,2.95,15039,United Kingdom,2011,2,1,10,2.95
2011-02-01 10:47:00,542791,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2.95,15039,United Kingdom,2011,2,1,10,2.95
2011-02-01 10:47:00,542791,21755,LOVE BUILDING BLOCK WORD,2,5.95,15039,United Kingdom,2011,2,1,10,11.9
2011-02-01 10:47:00,542791,22553,PLASTERS IN TIN SKULLS,1,1.65,15039,United Kingdom,2011,2,1,10,1.65
2011-02-01 10:47:00,542791,21313,GLASS HEART T-LIGHT HOLDER ,5,0.85,15039,United Kingdom,2011,2,1,10,4.25
2011-02-01 10:47:00,542791,21232,STRAWBERRY CERAMIC TRINKET BOX,1,1.25,15039,United Kingdom,2011,2,1,10,1.25
2011-02-01 10:47:00,542791,22021,BLUE FELT EASTER EGG BASKET,7,1.65,15039,United Kingdom,2011,2,1,10,11.55
2011-02-01 10:47:00,542791,85206A,CREAM FELT EASTER EGG BASKET,4,1.65,15039,United Kingdom,2011,2,1,10,6.6
2011-02-01 10:47:00,542791,21231,SWEETHEART CERAMIC TRINKET BOX,1,1.25,15039,United Kingdom,2011,2,1,10,1.25
2011-02-01 10:47:00,542791,84988,SET OF 72 PINK HEART PAPER DOILIES,9,1.45,15039,United Kingdom,2011,2,1,10,13.05
2011-02-01 10:47:00,542791,22382,LUNCH BAG SPACEBOY DESIGN ,2,1.65,15039,United Kingdom,2011,2,1,10,3.3
2011-02-01 10:47:00,542791,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,4.95,15039,United Kingdom,2011,2,1,10,9.9
2011-02-01 10:47:00,542791,84406B,CREAM CUPID HEARTS COAT HANGER,3,3.25,15039,United Kingdom,2011,2,1,10,9.75
2011-02-01 10:47:00,542791,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,6.45,15039,United Kingdom,2011,2,1,10,6.45
2011-02-01 10:47:00,542791,71053,WHITE METAL LANTERN,5,3.75,15039,United Kingdom,2011,2,1,10,18.75
2011-02-01 10:56:00,542794,10135,COLOURING PENCILS BROWN TUBE,1,2.46,15287,United Kingdom,2011,2,1,10,2.46
2011-02-01 10:56:00,542794,20662,FIRST CLASS HOLIDAY PURSE ,1,2.46,15287,United Kingdom,2011,2,1,10,2.46
2011-02-01 10:56:00,542794,20685,DOORMAT RED RETROSPOT,1,14.13,15287,United Kingdom,2011,2,1,10,14.13
2011-02-01 10:56:00,542794,20712,JUMBO BAG WOODLAND ANIMALS,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,20713,JUMBO BAG OWLS,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,20719,WOODLAND CHARLOTTE BAG,1,1.63,15287,United Kingdom,2011,2,1,10,1.63
2011-02-01 10:56:00,542794,21000,ROSE DU SUD COSMETICS BAG,1,3.29,15287,United Kingdom,2011,2,1,10,3.29
2011-02-01 10:56:00,542794,21001,ROSE DU SUD WASHBAG ,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,21002,ROSE DU SUD DRAWSTRING BAG,1,3.29,15287,United Kingdom,2011,2,1,10,3.29
2011-02-01 10:56:00,542794,21107,CREAM SLICE FLANNEL PINK SPOT ,1,5.79,15287,United Kingdom,2011,2,1,10,5.79
2011-02-01 10:56:00,542794,21155,RED RETROSPOT PEG BAG,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,21169,YOU'RE CONFUSING ME METAL SIGN ,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,10.79,15287,United Kingdom,2011,2,1,10,10.79
2011-02-01 10:56:00,542794,21231,SWEETHEART CERAMIC TRINKET BOX,1,2.46,15287,United Kingdom,2011,2,1,10,2.46
2011-02-01 10:56:00,542794,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2.46,15287,United Kingdom,2011,2,1,10,7.38
2011-02-01 10:56:00,542794,21259,VICTORIAN SEWING BOX SMALL ,1,12.46,15287,United Kingdom,2011,2,1,10,12.46
2011-02-01 10:56:00,542794,21363,HOME SMALL WOOD LETTERS,1,10.79,15287,United Kingdom,2011,2,1,10,10.79
2011-02-01 10:56:00,542794,21563,RED HEART SHAPE LOVE BUCKET ,1,5.79,15287,United Kingdom,2011,2,1,10,5.79
2011-02-01 10:56:00,542794,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2.46,15287,United Kingdom,2011,2,1,10,29.52
2011-02-01 10:56:00,542794,21717,EASTER TIN BUCKET,1,4.96,15287,United Kingdom,2011,2,1,10,4.96
2011-02-01 10:56:00,542794,21792,CLASSIC FRENCH STYLE BASKET GREEN ,1,13.29,15287,United Kingdom,2011,2,1,10,13.29
2011-02-01 10:56:00,542794,21801,CHRISTMAS TREE DECORATION WITH BELL,6,0.42,15287,United Kingdom,2011,2,1,10,2.52
2011-02-01 10:56:00,542794,21812,GARLAND WITH HEARTS AND BELLS,1,9.96,15287,United Kingdom,2011,2,1,10,9.96
2011-02-01 10:56:00,542794,21815,STAR  T-LIGHT HOLDER ,1,2.92,15287,United Kingdom,2011,2,1,10,2.92
2011-02-01 10:56:00,542794,21873,IF YOU CAN'T STAND THE HEAT MUG,1,3.29,15287,United Kingdom,2011,2,1,10,3.29
2011-02-01 10:56:00,542794,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2.46,15287,United Kingdom,2011,2,1,10,2.46
2011-02-01 10:56:00,542794,21906,PHARMACIE FIRST AID TIN,1,13.29,15287,United Kingdom,2011,2,1,10,13.29
2011-02-01 10:56:00,542794,21930,JUMBO STORAGE BAG SKULLS,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,21935,SUKI  SHOULDER BAG,1,3.29,15287,United Kingdom,2011,2,1,10,3.29
2011-02-01 10:56:00,542794,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,1.25,15287,United Kingdom,2011,2,1,10,1.25
2011-02-01 10:56:00,542794,21990,MODERN FLORAL STATIONERY SET,2,2.46,15287,United Kingdom,2011,2,1,10,4.92
2011-02-01 10:56:00,542794,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2.46,15287,United Kingdom,2011,2,1,10,2.46
2011-02-01 10:56:00,542794,22055,MINI CAKE STAND  HANGING STRAWBERY,1,3.29,15287,United Kingdom,2011,2,1,10,3.29
2011-02-01 10:56:00,542794,22070,SMALL RED RETROSPOT MUG IN BOX ,1,7.46,15287,United Kingdom,2011,2,1,10,7.46
2011-02-01 10:56:00,542794,22135,MINI LADLE LOVE HEART PINK,2,0.83,15287,United Kingdom,2011,2,1,10,1.66
2011-02-01 10:56:00,542794,22147,FELTCRAFT BUTTERFLY HEARTS,3,3.29,15287,United Kingdom,2011,2,1,10,9.87
2011-02-01 10:56:00,542794,22156,HEART DECORATION WITH PEARLS ,1,1.63,15287,United Kingdom,2011,2,1,10,1.63
2011-02-01 10:56:00,542794,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,5.79,15287,United Kingdom,2011,2,1,10,5.79
2011-02-01 10:56:00,542794,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
2011-02-01 10:56:00,542794,22183,CAKE STAND VICTORIAN FILIGREE MED,2,5.79,15287,United Kingdom,2011,2,1,10,11.58
2011-02-01 10:56:00,542794,22196,SMALL HEART MEASURING SPOONS,1,1.63,15287,United Kingdom,2011,2,1,10,1.63
2011-02-01 10:56:00,542794,22248,DECORATION  PINK CHICK MAGIC GARDEN,2,1.63,15287,United Kingdom,2011,2,1,10,3.26
2011-02-01 10:56:00,542794,22281,EASTER TREE YELLOW BIRDS,1,12.46,15287,United Kingdom,2011,2,1,10,12.46
2011-02-01 10:56:00,542794,22301,COFFEE MUG CAT + BIRD DESIGN,1,4.96,15287,United Kingdom,2011,2,1,10,4.96
2011-02-01 10:56:00,542794,22379,RECYCLING BAG RETROSPOT ,1,4.13,15287,United Kingdom,2011,2,1,10,4.13
